q1_list,q2_list,label
借呗 现在 怎么 不可 可以 借 个 月 了,蚂蚁 借呗 两个 月 可以 还 吗,0
可以 用 花呗 收款,你 可以 帮 我 催 下 支付 支付宝 收款 码,0
蚂蚁 借呗 每个 月 都 得 还 钱 吗,蚂蚁 借呗 六个 六个月 还款 每个 月 还 一次 还是,0
淘宝 天猫 的 东西 西都 可以 用 花呗 吗,如果 支付 支付宝 账号 和 淘宝 账号 不一 一样 我 也 可以 用 花呗 吗,0
借呗 分期 好不好 不好,借呗 最长 多久 分期,0
借呗 我 现在 还 不 上 可以 年后 还 吗,我 想 分 期 还 借呗 可以 吗,0
我 要 打问 花呗 还款 信息,我 怎么 还 花呗 嘞,0
蚂蚁 借呗 关闭 了 还 可以 开通 吗,借呗 可以 抵押 抵押借款 借款 吗,0
我 的 账户 怎么 没有 借呗 的,我 借呗 怎么 借 不了 的,0
花呗 账单 分期 利率 是 多少,花呗 账单 分期 了 提前 账 清 要 利息 吗,0
为什么 什么 我 的 借呗 还款 周期 只有 个 月,借呗 页面 出现 提升 额度 点击 提升 之后 为什么 什么 只有 六个 六个月 的 借款 期限 了 三个 月 的 和 个 月 的 都 没有,1
花呗 全部 还款 了 怎么 还 提示 有钱 没 还 完,退款 了 为什么 什么 花呗 显示 还要 还款,0
我 的 花呗 已经 还 完 了 账单 单一 换 了 银行 银行卡 没钱 也 扣 了 可为 为什么 什么 还是 显示 要 换,我 花呗 还 的 钱 已经 从 我 银行 银行卡 卡扣 扣去 了 为什么 什么 还 显示 我 没 还款,0
借呗 说 短信 短信通 信通 通知,花呗 消费 短信 短信通 信通 通知,0
我 的 花呗 不能 使用 啦 是因为 因为 借呗 逾期 了 吗,花呗 逾期 一次 是不是 不是 以后 的 信用 积分 都 上不去 了,0
我 问 你 怎么 把 网商贷 转换 转换成 换成 借呗,借呗 变 网 商业 贷,0
我 有 俩个 账号 花呗 冻结 了 这个 怎么 怎么弄,我 还 了 花呗 为什么 什么 还 在 冻结,0
借呗 提前 还款 为什么 什么 还 不了,我 的 蚂蚁 借呗 不能 提前 还款 了,1
我 用 蚂蚁 花呗 积分 兑换 的 书 旗 小说 会员 在 哪里 看,花呗 积分 兑换 换购 购买 的 商品 哪里 看 是否 已经 发货,0
现在 我 的 花呗 用 不了 了了 怎么 怎么办,就 说 说 我 花呗 不能 能用 了,1
您 开通 花呗 了 吗,如何 看 自己 开通 花呗 了 吗,0
我 的 花呗 咋 现在 我 我 不支 支持 到 实付 付款 了,商家 支持 花呗 支付 却 不能 能用 花呗 付款 怎么 怎么办,0
我 想 关闭 支付 支付宝 中 的 花呗,怎么 关闭 花呗 推荐 支付,0
上月 我 己 关闭 了 花呗 我 还 可以 开通 花呗 吗,花呗 关了 以后 还 可以 开启 吗,0
花呗 可以 办 宽带,花呗 怎么 交 宽带 费,1
花呗 借呗 如何 授权,我 要 授权 蚂蚁 花呗,0
花呗 还款 收 验证 验证码 的 手机 手机号 换 了 怎么 怎么办,我 还款 给 花呗 能否 把 验证 验证码 发给 173 48 的 手机 手机号,0
花呗 付款 最多 可以 多少,一天 可以 用 多少 花呗,0
为什么 什么 我 在 美团 团团 团购 购用 不了 花呗,怎么 美团 用 不了 花呗 付款,0
花呗 的 每月 最低 还款 是 多少,我 的 花呗 原有 的 额度 是 多少,0
我 要 退款 去 花呗 怎么 搞,如果 退款 回到 花呗 怎么 怎么办,1
我 花呗 还款 了 么,我 的 花呗 都 已 还款 为什么 什么 还有 消息 提醒 我 还款,0
蚂蚁 借呗 资料 修改,蚂蚁 借呗 可以 跟 改 还款 人 吗,0
花呗 借呗 预期 已经 还清 会 不会 被 上诉,借呗 已经 还 完,0
花呗 问 还款,我 要 还账 花呗,1
是不是 不是 只要 要是 支付 支付宝 支付 就 可以 用 花呗,是不是 不是 是非 非要 才能 能用 花呗,0
花呗 提 还款,我 在 电脑 上 还款 花呗,0
花呗 不能 付 宽带 费,花呗 不能 给 固定 电话 缴费 吗,0
如何 可以 申请 提升 借呗 额度,借呗 怎么 怎么样 升 额度,1
花呗 到期 应 还 多少,花呗 今天 还款 多少 多少钱,0
花呗 退款 后 怎么 是 额度 变 多 了 我 的 钱,花呗 退款 后 为什么 什么 还是 出账 了,0
花呗 更换 换手 手机,我 的 花呗 能 更换 换支 支付 吗,0
我 花呗 逾期 六天 我 昨天 还 了 为什么 什么 借呗 用 不了,我 买 借呗 为什么 什么 不可 可以 借钱,0
任何 关闭 取消 花呗,想 取消 送花 花呗,1
我 关闭 花呗 以后 还 能开 开通 吗,在 花呗 显示 我 可用 额度 能开 开通 吗,0
怎么 按照 我 的 蚂蚁 借呗 打 不通 蚂蚁 借呗,我 怎么 不能 蚂蚁 借呗,0
我 是 我 这个 支付 支付宝 里面 面有 个 花呗 我 打开 的 时候 为什么 什么 一直 显示 是 让 我 让 我 登录 邮箱 使用 呀,为什么 什么 我 的 花呗 要 要 邮箱 打开,1
现在 我 借呗 还 借着 钱 该 怎么 怎么办,我 的 借呗 还款 我 不想 想用 自动 还款 怎么 操作,0
为什么 什么 我 的 哈 喽 单车 不能 能用 花呗 交 押金 了,花呗 为什么 什么 不能 电话 充值,0
为什么 什么 还用 不了 借呗,为什么 什么 借呗 借 不了 钱,1
我 有 两个 支付 支付宝 账号 怎么 把 原来 账号 的 花呗 转移 移到 新号 上面 来,一个 实名 用户 两个 手机 手机号 两个 支付 支付宝 账号 账号 如何 将 花呗 从 一个 账号 转移 移到 另 一个 账号,1
我 想 了解 解下 花呗 最低 还款 不会 影响 信誉 吧,花呗 还 完 最低 还款 还 会扣 信用 值 吗,1
查询 蚂蚁 借呗 还款 记录,查询 借呗 还款 渠道,0
花呗 里 的 地址 为啥 改不了 不了,花呗 的 收货 地址,0
借呗 怎么 会 突然 自动 关掉 了,蚂蚁 借呗 不能 自动 还款 怎么 怎么办,0
为什么 什么 我 的 花呗 额度 没有 回复,花呗 现在 可以 提 双十 十一 临时 临时额度 额度 么,0
代 还 花呗 后 对 自己 有 影响 吗,自动 还 花呗 影响 芝麻 信用 吗,0
花呗 收钱 码 怎么 获得,怎么 领取 花呗 收款 码,1
为什么 什么 我 花呗 今天 用 不了 了了,怎么 我 花呗 都 不能 能用,0
蚂蚁 借呗 最多 多分 分期 时间,蚂蚁 借呗 最多 能 接 多少 个 月,1
怎么 还清 蚂蚁 借呗 后 不显 显示 额度 了,现在 叫 借呗 都 不显 显示 了,0
花呗 可以 给 车子 加油 吗,花呗 可以 买 楼,0
使用 花呗 需要 输 密码 吗,花呗 支付 是否 需要 验证 验证码 和 密码,0
花呗 使用 的 额度 与 实际 不符,花呗 账单 与 我 实际 付款 金额 不符,1
花呗 逾期 天 要紧 吗,花呗 还款 迟 了 一天 天会 逾期 吗,0
蚂蚁 借呗 借 最长 长时间 时间 多久,蚂蚁 借呗 还款 时间 只 在 点 么,0
我 的 借呗 为什么 什么 额度 给 我 减少 了,借呗 怎么 不能 更改 额度 了,0
我 花呗 临时 还 进去 就 没有 了,我 的 零时 花呗 怎么 没了,0
为什么 什么 淘宝 花呗 分期 分期付款 付款 暂时 不能 能用,为什么 什么 蚂蚁 花呗 分期 用 不了,0
怎么 查 借呗 的 还款 明细,借呗 还款 的 历史 明细 怎么 看,1
我 月 号 用 的 花呗 什么 时候 还款,我 在 月份 的 时候 没 还 花呗 的 钱 吗,0
我 花呗 额度 只有 为什么 什么 发短 发短信 短信 给 我 说 我 从 掉 到 了,花呗 开通 时 只有 元 额度 为什么 什么 这么 低,0
花呗 红包 不可 可以 抵 用 么,花呗 消费 红包,0
收钱 码 为啥 只能 收 花呗,收钱 码 收用 用户 的 花呗 的 钱 的 条件,0
支付 支付宝 额度 超限 以后 怎么 还款 蚂蚁 借呗,借呗 还款 后 还 可以 借呗 吗,0
借呗 万分 期 每月 还 多少,蚂蚁 借呗 以后 还 可以 分 期 么,0
问题 是 还 了 现在 也 用 不了 花呗,现在 花呗 可以 用 只不过 不过 我 来 想 解释 解释一下 一下,0
之前 花呗 逾期 过 现在 怎么 可以 用 淘宝,怎么 使用 花呗 在 淘宝 购物,0
花呗 可以 有 最低 还款 嘛,花呗 我 昨天 还过 最低 还款 了 今天 怎么 还 扣款,0
花呗 的 密码 如何 更改,如何 设置 花呗 安全 密码,1
取消 网商贷 转为 借呗,网商贷 关闭 闭会 有 借呗 吗,0
花呗 双 临时 临时额度 额度 现在 还 能 领 吗,花呗 临时 临时额度 额度 怎 领,0
我 就 想 为什么 什么 花呗 没办 办法 一次 一次性 付清 钱,为什么 什么 花呗 无法 一次 一次性 还款,1
花呗 分期 影响 接着 使用 花呗 吗,用 花呗 分期 分期付款 付款 影响 芝麻 信用 分 吗,0
蚂蚁 花呗 退款 款额 额度 没到 账,蚂蚁 花呗 退款 两天 了 还 没到 账,1
我 花呗 提示 提升 额度 了,是不是 不是 芝麻 信用 没 涨 花呗 额度 也 不会 涨,0
支付 支付宝 有 花呗 为什么 什么 不能 使用 花呗 付款,为什么 什么 我 的 淘宝 付款 方式 里面 没有 花呗 付款 已 开通 花呗 额度 有 差不多 不多,0
没有 显示 花呗 的 页面,主页 没有 花呗,1
借呗 需要 绑定 银行 银行卡 才能 自动 还款 吗,借呗 不 绑定 银行 银行卡 能 还款 吗,1
您 可以 看下 您 的 花呗 页面 面有 有没有 没有 最低,真的 没 那么 这边 帮 您 转接 接下 花呗 的 您 看 可以 吗,0
花呗 帐号 注销 了,以前 花呗 的 号码 不用 了,0
我 的 花呗 都 还 完 了 怎么 还 让 我 还 呀,我 的 花呗 已经 花完 了 怎么 还 让 我 还款,1
花呗 没有 申请 分期 通道,想用 花呗 分期 怎么 申请 临时 临时额度 额度,0
花呗 退款 后 钱 去 哪里 了 下个月 这笔 钱 还 需要 还 吗,退款 方式 为 花呗 但是 我 的 花呗 账单 已 还 那 钱 去 哪 了,0
我 身份 身份证 过期 了 但是 现在 还 没 补 回来 的 余额 里 的 钱 要 还 借呗 怎么 怎么办,我 身份 身份证 这个 月 月底 过期 要是 我 现在 申请 蚂蚁 借呗 借钱 有 影响 吗,0
我 花呗 被 冻结 了,支付 支付宝 花呗 被 我 禁止 了,0
蚂蚁 借呗 怎么 完善 身份 信息,想 了解 蚂蚁 借呗 的 额度 还 得 完善 身份,0
花呗 剩余 还款 逾期 天 后 还款 利息 怎么 计算,花呗 最低 款 了 还 扣 不 扣 逾期 利息 了,0
帮 我 解封 花呗,能解 解冻 我 的 蚂蚁 花呗 吗,1
花呗 分期 可以 提前 还清 吗,我 花呗 可以 先 提前 还 一部 一部分 部分 吗,0
什么 商品 不支 支持 花呗 付款,在 淘宝 上 付款 以后 花呗 支持 分期 分期付款 付款 吗,0
怎么 开通 通了 花呗 信用 信用卡 收款 买家 家用 不了 花呗 支付,我 开通 通了 信用 信用卡 花呗 收款 为什么 什么 不能 使用,0
蚂蚁 借呗 现在 还款 还款日 是 哪 一日,蚂蚁 借呗 还款 可以 修改 金额 吗,0
花呗 怎么 不支 支持 押金 充值,交电 电费 花呗 不支 支持 付款,0
你 可 登录 支付 支付宝 另外 一个 账号 使用 花呗,您 可 登录 支付 支付宝 账号 使用 花呗,1
我 的 店 可以 开通 蚂蚁 花呗 吗,我们 店铺 怎样 能开 开通 花呗,1
花呗 可以 不用 还 先 吗,花呗 可以 马上 还款 吗,0
花呗 还 完 款 了 为什么 什么 还有 显示,为什么 什么 我 花呗 下个月 要 还,0
花呗 分期 了 能 提前 还清 吗,花呗 分期 能 提前 还 一个 一个月 吗,0
花呗 还 素 之日 手动 还 不了,花呗 还清 了 怎么 现在 用 不了,0
身份 身份证 过期 期会 不会 影响 借呗,身份 身份证 过期 借呗 会 被 停止 停止使用 使用 吗,1
花呗 自动 扣款 会 从 支付 支付宝 余额 扣 吗,花呗 都 是 月 月 自动 扣款 么,0
花呗 可以 在 京东 东支 支付 吗,苏宁 和 京东 可不 可不可以 不可 可以 以使 使用 花呗,0
借呗 钱 可以 放在 花呗 吗,借呗 借 的 钱 能 提现 吗,0
开通 通信 通信用 信用 信用卡 跟 花呗 收款 不符 符合,收钱 码 开通 通信 通信用 信用 信用卡 和 花呗 收款 没有 营业 营业执照 执照 可以 开通 吗,0
我 不要 花呗 支付 怎么 怎么办,淘宝 商城 怎么 设置 花呗 不在 首次 付款,0
花呗 逾期 怎么 还款,卖东西 东西 已付 付款 怎么 又 向 花呗 还款,0
花呗 的 新手 礼包 包在 哪里 领,花呗 支付 送 的 优惠 优惠卷 在 哪里 看,0
如何 开通 花呗 和 信用 信用卡 二维 二维码,如何 申请 花呗 信用 信用卡 收钱 码,0
花呗 人脸 人脸识别 识别 外 还有 有没有 没有 其它 办法 识别,花呗 无法 识别 脸部,0
没有 临时 临时额度 额度 怎么 多 使用 花呗 支付,提示 花呗 临时 临时额度 额度,0
花呗 在 淘宝 那些 部分 商户 可使 使用,花呗 可以 以使 使用 有 哪些 哪些地方 地方,0
我 的 支付 支付宝 更新 后 怎么 借呗 不见 了,借呗 怎么 换支 支付 支付宝,0
但是 我 不能 能用 花呗 呀,我 这个 花呗 还 能用 吗,0
我 的 花呗 怎么 没有 还款,花呗 没有 立即 还款,0
我 的 借呗 额度 是 长期 的 吗,蚂蚁 借呗 怎么 我 的 不显 显示 额度,0
不满 满足 蚂蚁 借呗 申请 条件,如何 才 会 满足 借呗 条件,0
花呗 还款 还款日 是 号 号 还 可以 吗 昨天 忘记 了,所以 问 您 一下 我 是 月 今天 使用 的 花呗,0
借呗 可分 多少 期 还,借呗 最多 多只 只能 分 期,1
蚂蚁 借呗 还款 是不是 不是 还款 还款日 之前 吧 钱 放在 支付 支付宝 余额 里面 系统 自动 扣出,借呗 还款 余额 余额宝 可以 自动 扣款 吗,0
申请 花呗 显示 绑定 银行 银行卡,我 绑定 银行 银行卡 为何 何不 不能 能用 花呗,0
借呗 没有 还款 怎么 计算,借呗 到 还款 时间 有没有 没有 提醒,0
开通 借呗 说 我 有 风险,借呗 风险 怎么 解除,0
花呗 如果 逾期 期会 怎么 怎么样,花呗 遗 期 五天 怎么 怎么办,0
因为 我 得 工资 号 发 可以 吧 我 得 花呗 改到 号 么,我 想 申请 花呗 还款 还款日 改为 每月 号 可以 吗,1
为什么 什么 借呗 额度 锁 了,借呗 提前 还款 了 没有 额度 了,0
我 申请 开通 通信 通信用 信用 信用卡 与 花呗 收款 说 不符 符合 符合条件 条件 怎么 怎么办,信用 信用卡 花呗 收款 账户 不符 符合 开通 通条 条件,1
花呗 收款 的 服务 服务费 是 商家 出 吗,信用 信用卡 花呗 服务 服务费 是 什么 鬼,0
怎么 给 账户 开通 花呗,我 怎么 开通 花呗 服务,1
花呗 怎么 怎么样 才能 不 短信 提醒,我 的 蚂蚁 花呗 短信 怎么 不行,0
我 又 没用 什么 花呗,花呗 扣 的 都 是 我 什么 钱 了,0
花呗 还款 可以 用 密 付 嘛,花呗 不能 密 付,0
我 用 花呗 付款 后 怎么 显示 我 还 没付 付款,花呗 付款 了 为什么 什么 没有 显示 记录 还是 未付 付款,1
现在 在 淘宝 买 东西 可以 用 花呗 吗,我 的 淘宝 可以 用 花呗 吗,1
我 花呗 别的 手机 绑定 了 如何 更换 现在 用 的 号码 上,原先 号码 没有 了 花呗 如何 更改 手机 手机号 手机号码 机号码 号码,1
我 借呗 是 自动 开通 吗,能 帮 我 开通 借呗 不,0
好几 好几个 几个 月 借呗 额度 怎么 没给 我 升,我 的 借呗 怎么 提升 额度,0
使用 借呗 要 多久 还款,借呗 次月 还款,0
关闭 借呗 以后 再 开通 可以 更改 改日 日期 吗,借呗 可以 改 还款 还款日 吗,0
如何 关闭 蚂蚁 借呗 自动 还款 功能,借呗 自动 还款 怎么 关,1
我 的 借呗 是不是 不是 关闭 了 怎么 没有 额度,我 的 借呗 还 没有 还 完 怎么 就 给 我 关闭 了 呀,0
换 了 支付 支付宝 账户 后 花呗 使用 不了 怎么 怎么办,用 花呗 为什么 什么 支付 支付宝 不能 收款,0
可以 注销 花呗 不,你 可以 帮 我 关闭 花呗 吗,0
蚂蚁 借呗 不能 能手 手动 分期 还款 吗,借呗 最多 多分 分期 能 分期 多久,0
第一 第一次 一次 使用 花呗 为什么 什么 提示 商品 单价 大于 等于 才 可使 使用 花呗,花呗 的 单价 必须 大于 才 可以 以使 使用 吗,0
尽情 花呗 可以 提 额度 吗,尽情 花呗 咋 么 用,0
为什么 什么 我 用 花呗 支付 的 东西 退款 后 我 的 花呗 可用 额度 变成 了 负数,花呗 额度 什么 成 负数 了,0
我 的 借呗 还 欠 多少 多少钱,我 有没有 没有 欠 蚂蚁 借呗 的 钱,0
我 想要 支持 花呗 支付 的 收钱 码,为什么 什么 我 的 收款 码 不能 能开 开通 通信 通信用 信用 信用卡 花呗 支付,0
我 可以 现在 还 花呗,怎么 我 的 花呗 不可 可以 以使 使用,0
花呗 要 费用 吗,用 花呗 给 银行 银行卡 转账 有 手续 手续费 续费 吗,0
为什么 什么 已经 还 了 花呗 还 显示 要 还,上午 我 已 把 钱 支付 了 怎么 花呗 提示 下月 还要 还,1
我 蚂蚁 借呗 今天 需要 还款 但是 支付 支付宝 限额,我 把 钱 转到 余额 余额宝 也 不能 选用 余额 余额宝 还款 呀,0
怎么 用 蚂蚁 花呗 收钱,蚂蚁 花呗 分期 怎么 开通,0
为什么 什么 花呗 分期 都 不能 能用 了,花呗 分期 分期付款 付款 暂时 不能 能用 是 为什么 什么,1
蚂蚁 借呗 提现 不了,蚂蚁 借呗 提现 到 支付 支付宝 余额 有 手续 手续费 续费 吗,0
借呗 已 还 记录 怎样 删除,蚂蚁 借呗 的 借钱 记录 可以 删除 吗,0
